sentence,label,validity,faults,domain,year,title,source,slide
Loss or Damage to components / products.,loss,valid,valid,industry,2021,STPA Applied Before the SolarWinds Attack,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-25-1210__Bear-Thomas.pdf,7.0
Loss or damage to ego vehicle.,loss,valid,valid,automotive,2021,Using STPA to address challenges in achieving SOTIF,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-29-1230__Sidhu.pdf,14.0
Loss or damage to public or private properties.,loss,valid,valid,aerospace,2019,STPA Applied to Launch Operations Management,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Merladet__PUB__STPA-MIT-STAMP-WORKSHOP-2019-28-03-19.pdf,10.0
Loss or damage to test environments.,loss,valid,valid,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,9.0
Loss or damage to the vehicle.,loss,valid,valid,aerospace,2019,STPA Applied to Launch Operations Management,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Merladet__PUB__STPA-MIT-STAMP-WORKSHOP-2019-28-03-19.pdf,10.0
Loss or disclosure of sensitive information.,loss,valid,valid,aerospace,2019,STPA Applied to Launch Operations Management,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Merladet__PUB__STPA-MIT-STAMP-WORKSHOP-2019-28-03-19.pdf,10.0
Loss or major damage to aircraft.,loss,valid,valid,aviation,2016,3-Hazard Analysis for Rotorcraft (UH-60MU),https://psas.scripts.mit.edu/home/wp-content/uploads/2016/01/3-BlakeAbrecht-W2016.pdf,6.0
Loss or significant damage to the aircraft.,loss,valid,valid,aviation,2022,Use of the STPA Technique in the Requirements Definition of a Drone Power Generation System,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-09-1130__Paulo%20Mendes__PUB.pdf,4.0
Loss to non-patient quality of life (esp. personnel).,loss,valid,valid,medicine,2015,STPA Introduction,https://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-STPA-Tutotrial.pdf,13.0
Loss/damage to aircraft and its equipment.,loss,valid,valid,aviation,2017,A complete STPA Application to the Air Management System of Embraer Regional Jets family,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Andrea-Scarinci_STPA-Application-Air-Management-System-Commercial-Aviation.pdf,5.0
Lost Generation.,loss,invalid,rewrite,nuclear,2013,Nuclear Power STPA Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/02_EPRI_MIT_STAMP_Mar2013.pdf,8.0
Low fuel level after missed approaches.,hazard,valid,valid,aviation,2019,Active STPA – A Systems-based Hazard Analysis for Safety Management Systems (SMS),http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Diogo-Castilho-on-Active-STPA.pdf,12.0
Maintenance and construction of infrastructure only when infrastructure is blocked.,constraint,invalid,not,aviation,2012,Experiences and Challenges in using STAMP for Accident  Analysis,http://psas.scripts.mit.edu/home/get_pdf.php?name=2-8-Schaardenburg-Verhoeve-and-Smit-Experiences-and-Challenges-in-using-STAMP-for-Accident-Analysis.pdf,11.0
Maintenance of pressure in a main control room fails when the two events—High-level radioactive at air intakes of MCR or the SIAS—occur.,hazard,invalid,not,nuclear,2013,Application of STPA to Engineered Safety Features of a Nuclear Power Plant,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/01_Lee_STPA_ESFCCS.pdf,14.0
Major Fire and/ or Explosion during Project commissioning activities.,hazard,invalid,condition,oil,2015,Application of STAMP to Project Risk Management: A Workshop Approach,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Pelegrin-STAMP-Project-Risk-Management.pdf,11.0
Maneuvering the aircraft outside the safety envelope (undesired aircraft state).,hazard,valid,valid,aviation,2017,STPA-Based Model of Threat and Error Management in Dual Flight Instruction,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Ioana-Koglbauer_STPA-based-Model-Of-Threat-And-Error-Management-In-Dual-Flight-Instruction.pdf,6.0
Material or financial.,loss,invalid,rewrite,aviation,2019,Active STPA – A Systems-based Hazard Analysis for Safety Management Systems (SMS),http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Diogo-Castilho-on-Active-STPA.pdf,10.0
"Materials, tools, infrastructure, or equipment damaged or unavailable to the operator proceed with the laboratory activities.",hazard,valid,valid,laboratory,2023,STPA Applied for Energetic Materials Handling in Research Laboratories,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1100__Karen-Stephanie-de-Andrade__PUB.pdf,11.0
Mission critical information is exposed to unauthorized person.,hazard,valid,valid,aviation,2022,A Systemic Approach to Aircraft System Supportability,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-06-1200__Carina%20Carla%20Aparecida%20Felipe%20da%20Silva__PUB.pdf,10.0
Mission delay.,loss,invalid,not,aviation,2017,STPA-Sec for Security of Flight Management System,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Felipe-Oliveira_STPASec-For-Flight-Management-System.pdf,5.0
Mission efficiency is compromised by interference.,hazard,valid,valid,aviation,2022,A Systemic Approach to Aircraft System Supportability,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-06-1200__Carina%20Carla%20Aparecida%20Felipe%20da%20Silva__PUB.pdf,10.0
Mission Interruption or delay.,loss,invalid,not,aviation,2017,A complete STPA Application to the Air Management System of Embraer Regional Jets family,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Andrea-Scarinci_STPA-Application-Air-Management-System-Commercial-Aviation.pdf,5.0
Mission loss (Unable to perform mission to design standards) (LOM).,loss,valid,valid,aerospace,2013,The Use of STPA in Satellite Hazard Analysis,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Dunn_STAMP_Conference_Presentation.pdf,9.0
Mission loss or degradation.,loss,valid,valid,aerospace,2019,STPA Applied to Launch Operations Management,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Merladet__PUB__STPA-MIT-STAMP-WORKSHOP-2019-28-03-19.pdf,10.0
Mission Non-Compliance.,loss,valid,valid,aviation,2022,Use of the STPA Technique in the Requirements Definition of a Drone Power Generation System,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-09-1130__Paulo%20Mendes__PUB.pdf,4.0
Mission preparation time is exceeded.,hazard,valid,valid,aviation,2022,A Systemic Approach to Aircraft System Supportability,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-06-1200__Carina%20Carla%20Aparecida%20Felipe%20da%20Silva__PUB.pdf,10.0
"Mission science data not gathered, returned, or stored.",hazard,valid,valid,aerospace,2013,The Use of STPA in Satellite Hazard Analysis,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Dunn_STAMP_Conference_Presentation.pdf,10.0
Mistaken flight controls use during rotation.,hazard,valid,valid,aviation,2015,Application of STPA for Hazard Analysis on Light Aircraft Crosswind Takeoffs,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Castilho-Crosswind-Takeoffs.pdf,33.0
Monetary losses.,loss,valid,valid,aviation,2022,A Systemic Approach to Aircraft System Supportability,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-06-1200__Carina%20Carla%20Aparecida%20Felipe%20da%20Silva__PUB.pdf,10.0
Msn critical systems must be available when required to perform primary msn.,constraint,valid,valid,aviation,2018,STPA-Sec Case Study of a Next Generation Refueling Aircraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/SPAN-STAMP_KC-X-STPA-SEC_FINAL_PA_Approved.pdf,8.0
Msn critical systems not functional when required.,hazard,invalid,condition,aviation,2018,STPA-Sec Case Study of a Next Generation Refueling Aircraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/SPAN-STAMP_KC-X-STPA-SEC_FINAL_PA_Approved.pdf,8.0
Multiple fatalities.,loss,invalid,rewrite,aviation,2016,6-A Systems Approach to the Development of an Aircraft Smoke Control System,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/6-DaniloRibeiroNEW.pdf,14.0
Must have minimum mission critical safety systems functional for terrain flight.,constraint,invalid,rewrite,aviation,2018,STPA-Sec Case Study of a Next Generation Refueling Aircraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/SPAN-STAMP_KC-X-STPA-SEC_FINAL_PA_Approved.pdf,8.0
Must have minimum mission critical safety systems functional to attempt AR.,constraint,invalid,rewrite,aviation,2018,STPA-Sec Case Study of a Next Generation Refueling Aircraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/SPAN-STAMP_KC-X-STPA-SEC_FINAL_PA_Approved.pdf,8.0
Must maintain integrity of mission critical warning and deterrence systems.,constraint,invalid,rewrite,aviation,2018,STPA-Sec Case Study of a Next Generation Refueling Aircraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/SPAN-STAMP_KC-X-STPA-SEC_FINAL_PA_Approved.pdf,8.0
Navigation software with feta defects is integrated into navigation system.,hazard,valid,valid,aviation,2013,A Safety analysis of Navigation Software Development Management Based on STAMP,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_XuXiaojie-STAMP_Analysis_Navigation_Software_Development_Management.pdf,11.0
Near mid-air collision (NMAC): Two controlled aircraft violate minimum separation standards).,hazard,invalid,rewrite,aerospace,2012,STPA and CAST Tutorial,http://psas.scripts.mit.edu/home/get_pdf.php?name=1-2-Beginners-Tutorial-part2.pdf,21.0
No access to aircraft equipment (electronic or physical) shall be allowed without authorization.,constraint,valid,valid,aviation,2017,STPA-Sec for Security of Flight Management System,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Felipe-Oliveira_STPASec-For-Flight-Management-System.pdf,6.0
"No corrective action provided by the system when the car moves out of lane, leading to a collision.",hazard,invalid,condition,automotive,2017,Application of STPA to a lane keeping assist system,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Haneet-Singh_Application-Of-STPA-To-A-Lane-Keeping-Assist-System.pdf,11.0
No relevant function shall be lost when not required.,constraint,invalid,rewrite,aviation,2016,6-A Systems Approach to the Development of an Aircraft Smoke Control System,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/6-DaniloRibeiroNEW.pdf,15.0
"Non-human, non-system (the satellite) elements exposed to radiated energy or to toxic, radioactive, or energetic elements of mission hardware.",hazard,valid,valid,aerospace,2013,The Use of STPA in Satellite Hazard Analysis,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Dunn_STAMP_Conference_Presentation.pdf,10.0
Non-patient (esp. personnel) is unnecessarily exposed to radiation.,hazard,valid,valid,medicine,2015,STPA Introduction,https://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-STPA-Tutotrial.pdf,13.0
Non-patient injured or killed by radiation.,loss,invalid,condition,medicine,2014,Analyzing Safety of Radiation Therapy Procedures,https://psas.scripts.mit.edu/home/wp-content/uploads/2014/03/CBCT_ONLY_SRS_STPA_STAMPCONF_ASedit_3-24.pdf,7.0
Non-patient injured or killed due to radiation.,loss,invalid,condition,medicine,2015,STPA Analysis of Changes in the Process for Stereotactic Radiosurgery and Radiography,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Samost-Radiosurgery.pdf,9.0
NON-PATIENT IS UNNECESSARILY EXPOSED TO RADIATION.,hazard,valid,valid,medicine,2014,Analyzing Safety of Radiation Therapy Procedures,https://psas.scripts.mit.edu/home/wp-content/uploads/2014/03/CBCT_ONLY_SRS_STPA_STAMPCONF_ASedit_3-24.pdf,8.0
Non-patient receives radiation.,hazard,valid,valid,medicine,2015,Safety Systems Analysis of Brachytherapy Using STPA: A Case Study in Radiation Oncology,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/04/Tang-Brachy-PDF.pdf,19.0
Non-recovery from disruption / Recovery into a hazardous state.,hazard,invalid,rewrite,aviation,2020,"STPA Applied for Safety, Security, and Privacy Issues in Smart Airport Terminal New Concepts",https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Airport-Terminal-Safety-Security-Privacy.pdf,11.0
NSI should ensure NS accept from NSS is conform to the its requirements.,constraint,valid,valid,aviation,2013,A Safety analysis of Navigation Software Development Management Based on STAMP,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_XuXiaojie-STAMP_Analysis_Navigation_Software_Development_Management.pdf,11.0
NSS should develop NS following the top-level requirements from NSI.,constraint,valid,valid,aviation,2013,A Safety analysis of Navigation Software Development Management Based on STAMP,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_XuXiaojie-STAMP_Analysis_Navigation_Software_Development_Management.pdf,11.0
Nuclear power plant must not release radioactive materials into environment.,constraint,valid,valid,nuclear,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,58.0
Nuclear power plant radioactive materials are not contained.,hazard,valid,valid,nuclear,2015,STPA Introduction,https://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-STPA-Tutotrial.pdf,10.0
Occupants or cargo are subjected to sudden high forces that may result in injury or property damage.,hazard,invalid,rewrite,automotive,2017,Human-Automation Interaction in STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/HumansAndAutomationTutorial_MFrance2017.pdf,39.0
Oil well operate outside of the required pressure envelope.,hazard,valid,valid,oil,2022,Offshore Oil Wells Integrity: Subsea Christmas Tree Analysis Using System-Theoretic Process Analysis (STPA),https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-10-1110__Lucas%20Ribeiro%20de%20Almeida__PUB.pdf,7.0
Oil well with production flow reduced or interrupted.,hazard,valid,valid,oil,2022,Offshore Oil Wells Integrity: Subsea Christmas Tree Analysis Using System-Theoretic Process Analysis (STPA),https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-10-1110__Lucas%20Ribeiro%20de%20Almeida__PUB.pdf,7.0
Oil well without control over gas flows.,hazard,valid,valid,oil,2022,Offshore Oil Wells Integrity: Subsea Christmas Tree Analysis Using System-Theoretic Process Analysis (STPA),https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-10-1110__Lucas%20Ribeiro%20de%20Almeida__PUB.pdf,7.0
Oil well without control over liquid flows.,hazard,valid,valid,oil,2022,Offshore Oil Wells Integrity: Subsea Christmas Tree Analysis Using System-Theoretic Process Analysis (STPA),https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-10-1110__Lucas%20Ribeiro%20de%20Almeida__PUB.pdf,7.0
One or more fatalities or significant injuries.,loss,valid,valid,aviation,2016,3-Hazard Analysis for Rotorcraft (UH-60MU),https://psas.scripts.mit.edu/home/wp-content/uploads/2016/01/3-BlakeAbrecht-W2016.pdf,6.0
Operating Unit cannot meet operational requirements or commitments.,loss,invalid,not,maritime,2015,U.S. Coast Guard Financial Management: A Systems Approach to Business Process Reengineering,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Peterein-Business-Process-Reengineering.pdf,10.0
"Operating unit has missing and/or inoperable equipment, services, or supplies; or lacks qualification.",hazard,valid,valid,maritime,2015,U.S. Coast Guard Financial Management: A Systems Approach to Business Process Reengineering,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Peterein-Business-Process-Reengineering.pdf,12.0
Operation with degraded equipment (intentional or natural).,hazard,valid,valid,aviation,2019,STPA for Security of Aircraft Systems,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Weller-Fahy__PUB__2019-03-25_MIT-STAMP-Workshop_Weller-Fahy_Presentation.pdf,36.0
Operational laboratory trainings must approach the safety constraints and guidelines on handling Energetic Materials.,constraint,valid,valid,laboratory,2023,STPA Applied for Energetic Materials Handling in Research Laboratories,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1100__Karen-Stephanie-de-Andrade__PUB.pdf,14.0
Operators must conclude operational laboratory training for handling Energetic Materials.,constraint,valid,valid,laboratory,2023,STPA Applied for Energetic Materials Handling in Research Laboratories,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1100__Karen-Stephanie-de-Andrade__PUB.pdf,14.0
Opioid overdose.,hazard,invalid,rewrite,medicine,2016,STPA Analysis of Intravenous Patient-Controlled Analgesia,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/06/31-Thomas-W2016.pdf,6.0
Opioid under-dose.,hazard,invalid,rewrite,medicine,2016,STPA Analysis of Intravenous Patient-Controlled Analgesia,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/06/31-Thomas-W2016.pdf,6.0
Organisms of Earth origin are mistaken for organisms indigenous to any of the moons of the outer planet in future missions to study the outer planet's moon.,loss,invalid,not,aerospace,2012,STPA and CAST Tutorial,http://psas.scripts.mit.edu/home/get_pdf.php?name=1-2-Beginners-Tutorial-part2.pdf,14.0
Organisms on any of the moons of the outer planet (if they exist) are killed or mutated by biological agents of Earth Origin.,loss,invalid,condition,aerospace,2012,STPA and CAST Tutorial,http://psas.scripts.mit.edu/home/get_pdf.php?name=1-2-Beginners-Tutorial-part2.pdf,13.0
Output Control shall be synchronized with Input request.,constraint,valid,valid,automotive,2013,Compatibility Study of STPA with Automotive Safety Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Sundaram_GM_STPA_Study_Presentation_MIT.pdf,22.0
Overpressurization of plant equipment.,hazard,valid,valid,nuclear,2018,STPA Intro,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/JThomas-Batch-reactor-exercise.pdf,5.0
Overwhelming health system in the nation.,hazard,valid,valid,medicine,2021,nalyzing national responses to COVID-19 pandemic using STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-25-1110__Chen.pdf,7.0
Passenger falls out of moving train.,loss,invalid,accident,train,2017,STPA for the Internet of Things (IOT),https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Greg-Pope_STPA-For-IoT-And-Mobile-Software_Slides.pdf,18.0
Passenger steps off stopped train not at platform.,loss,invalid,accident,train,2017,STPA for the Internet of Things (IOT),https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Greg-Pope_STPA-For-IoT-And-Mobile-Software_Slides.pdf,18.0
Passengers cannot evacuate in case of an emergency.,hazard,invalid,condition,train,2012,STPA and CAST Tutorial,http://psas.scripts.mit.edu/home/get_pdf.php?name=1-2-Beginners-Tutorial-part2.pdf,44.0
Passengers evacuate when no emergency.,hazard,valid,valid,maritime,2023,Prioritizing the Results from STPA - Case Study of Battery Ferry,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-0950__Hyungju-Kim__PUB.pdf,21.0
Passengers fail to evacuate when emergency.,hazard,valid,valid,maritime,2023,Prioritizing the Results from STPA - Case Study of Battery Ferry,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-0950__Hyungju-Kim__PUB.pdf,21.0
Passengers not able to escape train during emergency.,loss,valid,valid,train,2017,STPA for the Internet of Things (IOT) ,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Greg-Pope_STPA-For-IoT-And-Mobile-Software_Slides.pdf,18.0
Passengers/staff are unable to exit during an emergency.,hazard,invalid,condition,train,2013,Extending and Automating STPA for Requirements Generation and Analysis,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/01_Extending_Automating_STPA_Requirements_Generation_Analysis.pdf,10.0
Path panning must include the ability to pass through an intersection in movement calculation before moving forward into an intersection.,constraint,valid,valid,automotive,2018,Building Behavior Competency into STPA Process Models for Automated Driving Systems,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Wed-cook-PUB-MIT_STAMP_2018_AV_Pres_Rev_MIT2.0.pdf,11.0
Patient does not receive treatment.,hazard,valid,valid,medicine,2015,Safety Systems Analysis of Brachytherapy Using STPA: A Case Study in Radiation Oncology,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/04/Tang-Brachy-PDF.pdf,19.0
Patient has opioid overdose.,hazard,valid,valid,medicine,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,55.0
Patient has opioid underdose.,hazard,valid,valid,medicine,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,55.0
Patient info disclosed to unauthorized parties.,hazard,valid,valid,medicine,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,55.0
Patient injured or killed due to radiation.,loss,invalid,condition,medicine,2015,STPA Analysis of Changes in the Process for Stereotactic Radiosurgery and Radiography,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Samost-Radiosurgery.pdf,9.0
Patient injured or killed from radiation exposure.,loss,invalid,condition,medicine,2014,Analyzing Safety of Radiation Therapy Procedures,https://psas.scripts.mit.edu/home/wp-content/uploads/2014/03/CBCT_ONLY_SRS_STPA_STAMPCONF_ASedit_3-24.pdf,7.0
Patient injured or killed from radiation exposure.,loss,invalid,condition,medicine,2018,Application of STPA in Radiation Therapy: A Preliminary Study,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Application-of-STPA-in-Radiation-Therapy-SILVIS-MIT-STAMP-2018-long.pdf,24.0
Patient injured or killed from radiation exposure.,loss,invalid,condition,medicine,2018,Experiences with STPA in Radiation Therapy,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Wed-PUB-Pawlicki-STAMP-2018.pdf,10.0
Patient injury or death.,loss,valid,valid,medicine,2015,STPA Introduction,https://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-STPA-Tutotrial.pdf,13.0
Patient is killed or seriously injured.,loss,valid,valid,medicine,2015,Using STPA to support Risk Management for Interoperable Medical Systems,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Procter-Using-STPA-for-RM-in-Interoperable-Medical-Systems.pdf,25.0
patient is killed or seriously injured.,loss,valid,valid,medicine,2017,STPA analysis for Clinical Programming Software of Cochlear Implant System for Profoundly Deaf People,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Kadupukotla-Satish-Kumar_STPA-Analysis-Of-Clinical-Programming-Software-For-Cochlear-Implant-System.pdf,37.0
Patient receives inappropriate treatment.,hazard,valid,valid,medicine,2015,Safety Systems Analysis of Brachytherapy Using STPA: A Case Study in Radiation Oncology,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/04/Tang-Brachy-PDF.pdf,19.0
Patient results must be reported to the Audiologist in a useable time frame.,constraint,valid,valid,medicine,2017,STPA analysis for Clinical Programming Software of Cochlear Implant System for Profoundly Deaf People,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Kadupukotla-Satish-Kumar_STPA-Analysis-Of-Clinical-Programming-Software-For-Cochlear-Implant-System.pdf,38.0
"Patient suffers physical, non-radiological injury.",loss,valid,valid,medicine,2015,Safety Systems Analysis of Brachytherapy Using STPA: A Case Study in Radiation Oncology,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/04/Tang-Brachy-PDF.pdf,19.0
Patient suffers radiological injury due to over-radiation.,loss,invalid,condition,medicine,2015,Safety Systems Analysis of Brachytherapy Using STPA: A Case Study in Radiation Oncology,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/04/Tang-Brachy-PDF.pdf,19.0
Patient tissues receive more dose than clinically desirable.,hazard,valid,valid,medicine,2015,STPA Introduction,https://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-STPA-Tutotrial.pdf,13.0
Patient tumor receives less dose than clinically desirable.,hazard,valid,valid,medicine,2015,STPA Introduction,https://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-STPA-Tutotrial.pdf,13.0
Patient’s cancer advances due to under-radiation.,loss,invalid,condition,medicine,2015,Safety Systems Analysis of Brachytherapy Using STPA: A Case Study in Radiation Oncology,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/04/Tang-Brachy-PDF.pdf,19.0
Patient’s pain is not relieved.,loss,valid,valid,medicine,2016,STPA Analysis of Intravenous Patient-Controlled Analgesia,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/06/31-Thomas-W2016.pdf,6.0
Patient’s pain is not relieved.,loss,valid,valid,medicine,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,55.0
Patients receive less than the acceptable standard of care.,hazard,valid,valid,laboratory,2023,Application of STPA to the U.S. Diagnostic Laboratory Data Ecosystem,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-07-1010__Rodrigo-Rose__PUB.pdf,4.0
Payment loss.,loss,valid,valid,industry,2017,The use of STPA for understanding cyber risks in a physical supply chain,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Daniel-Sepulveda_STPA-For-Understanding-Cyber-Risks-In-A-Physical-Supply-Chain.pdf,18.0
People die or get injured from road crashes.,loss,invalid,condition,automotive,2016,20-Can STPA contribute to identify hazards of different nature and improve safety of automated vehicles?,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/20-Alvarez-W2016.pdf,12.0
People exposed to chemicals.,loss,valid,valid,nuclear,2018,STPA Intro,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/JThomas-Batch-reactor-exercise.pdf,5.0
People injured or killed.,loss,valid,valid,nuclear,2013,Evaluating the Safety of Digital Instrumentation and Control Systems in Nuclear Power Plants,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Thomas_Evaluating_Safety_Digital_Instrumentation_Control.pdf,4.0
People physically injured (e.g. explosion).,loss,valid,valid,nuclear,2018,STPA Intro,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/JThomas-Batch-reactor-exercise.pdf,5.0
"Permanence of personnel in environment with energetic material, toxic material or with pressure vessels.",hazard,valid,valid,aerospace,2019,STPA Applied to Launch Operations Management,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Merladet__PUB__STPA-MIT-STAMP-WORKSHOP-2019-28-03-19.pdf,11.0
Person is exposed to harm during testing process.,hazard,valid,valid,laboratory,2023,Application of STPA to the U.S. Diagnostic Laboratory Data Ecosystem,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-07-1010__Rodrigo-Rose__PUB.pdf,4.0
Personal and Collective Protective Equipment not used for laboratory activities.,hazard,valid,valid,laboratory,2023,STPA Applied for Energetic Materials Handling in Research Laboratories,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1100__Karen-Stephanie-de-Andrade__PUB.pdf,11.0
Personnel on the ground are injured or killed.,loss,valid,valid,aviation,2017,STAMP applied to SUAS at Edwards AFB,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Sarah-Summers_Folse_STPA-Applied-To-SUAS-Use-At-Edwards-AFB.pdf,11.0
PERSONS ARE SUBJECTED TO THE POSSIBILITY OF NON-RADIOLOGICAL INJURY.,hazard,valid,valid,medicine,2014,Analyzing Safety of Radiation Therapy Procedures,https://psas.scripts.mit.edu/home/wp-content/uploads/2014/03/CBCT_ONLY_SRS_STPA_STAMPCONF_ASedit_3-24.pdf,8.0
Persons are subjected to the possibility of non-radiological injury.,hazard,valid,valid,medicine,2018,Experiences with STPA in Radiation Therapy,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Wed-PUB-Pawlicki-STAMP-2018.pdf,10.0
Persons subject to non-radiological injuries.,hazard,valid,valid,medicine,2015,Safety Systems Analysis of Brachytherapy Using STPA: A Case Study in Radiation Oncology,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/04/Tang-Brachy-PDF.pdf,19.0
